,Territorio,NC_   -  0,NC_  0- 10,NC_ 10- 15,NC_ 15- 26,NC_ 26- 55,NC_ 55- 75,NC_ 75-120,NC_120-inf,Income_tot
2691,Ferrara di Monte Baldo,0.0,55.0,34.0,49.0,48.0,0.0,4.0,0.0,3759581.0
2692,Ferrazzano,0.0,704.0,280.0,499.0,487.0,56.0,74.0,26.0,48190396.0
2693,Ferrera Erbognone,0.0,170.0,115.0,289.0,146.0,14.0,7.0,4.0,15430747.0
2694,Ferrera di Varese,0.0,143.0,47.0,118.0,73.0,0.0,0.0,0.0,6089373.0
2695,Ferrere,0.0,272.0,150.0,394.0,228.0,17.0,20.0,6.0,22957390.0
2696,Ferriere,0.0,370.0,160.0,266.0,205.0,14.0,7.0,6.0,18914703.0
2697,Ferruzzano,0.0,247.0,88.0,125.0,61.0,8.0,4.0,0.0,7817962.0
2698,Fiamignano,0.0,293.0,150.0,253.0,190.0,6.0,7.0,0.0,15868140.0
2699,Fiano,0.0,421.0,218.0,588.0,546.0,65.0,63.0,34.0,55796192.0
2700,Fiano Romano,0.0,3009.0,1366.0,2849.0,2249.0,202.0,128.0,45.0,202212127.0
2701,Fiastra,0.0,131.0,92.0,161.0,87.0,4.0,0.0,0.0,8313876.0
2702,Fiavè,0.0,212.0,122.0,270.0,157.0,10.0,9.0,0.0,14654509.0
2703,Ficarazzi,0.0,2376.0,975.0,1506.0,965.0,49.0,36.0,10.0,94055735.0
2704,Ficarolo,0.0,397.0,335.0,673.0,329.0,12.0,15.0,7.0,33813151.0
2705,Ficarra,0.0,373.0,230.0,288.0,80.0,6.0,4.0,0.0,13845364.0
2706,Ficulle,0.0,381.0,204.0,333.0,204.0,19.0,12.0,4.0,20920832.0
2707,Fidenza,0.0,4214.0,2309.0,6865.0,5387.0,502.0,360.0,173.0,479102055.0
2708,Fierozzo,0.0,110.0,58.0,114.0,66.0,0.0,0.0,0.0,5849141.0
2709,Fiesco,0.0,178.0,92.0,340.0,219.0,7.0,12.0,0.0,18011885.0
2710,Fiesole,6.0,2287.0,1229.0,2974.0,2607.0,393.0,299.0,192.0,283037660.0
2711,Fiesse,0.0,372.0,208.0,556.0,216.0,15.0,9.0,0.0,24508590.0
2712,Fiesso Umbertiano,0.0,685.0,465.0,1163.0,602.0,49.0,28.0,9.0,60997577.0
2713,Fiesso d'Artico,0.0,1366.0,767.0,2164.0,1473.0,140.0,95.0,39.0,139254946.0
2714,Figino Serenza,0.0,786.0,461.0,1360.0,796.0,59.0,41.0,21.0,77242524.0
2715,Figline Vegliaturo,0.0,277.0,87.0,186.0,125.0,9.0,4.0,0.0,11309006.0
2716,Figline e Incisa Valdarno,0.0,3969.0,2358.0,6268.0,3734.0,293.0,230.0,76.0,358572870.0
2717,Filacciano,0.0,95.0,46.0,111.0,57.0,0.0,0.0,0.0,5169349.0
2718,Filadelfia,0.0,1647.0,762.0,765.0,287.0,12.0,7.0,0.0,42752107.0
2719,Filago,0.0,408.0,291.0,809.0,607.0,42.0,25.0,14.0,50385648.0
2720,Filandari,0.0,575.0,175.0,232.0,103.0,8.0,0.0,0.0,13529951.0
2721,Filattiera,0.0,512.0,251.0,533.0,390.0,14.0,12.0,0.0,31572314.0
2722,Filettino,0.0,152.0,53.0,82.0,58.0,6.0,0.0,0.0,5364706.0
2723,Filetto,0.0,271.0,128.0,181.0,90.0,5.0,4.0,0.0,10123291.0
2724,Filiano,0.0,626.0,324.0,642.0,271.0,14.0,0.0,0.0,29976482.0
2725,Filighera,0.0,128.0,76.0,262.0,125.0,14.0,4.0,0.0,12339505.0
2726,Filignano,0.0,153.0,66.0,127.0,68.0,0.0,4.0,0.0,6602031.0
2727,Filogaso,0.0,365.0,118.0,208.0,95.0,0.0,5.0,0.0,10853051.0
2728,Filottrano,0.0,1472.0,1182.0,3003.0,1051.0,86.0,51.0,25.0,132897623.0
2729,Finale Emilia,0.0,2420.0,1421.0,4298.0,2588.0,187.0,111.0,51.0,236099413.0
2730,Finale Ligure,0.0,2705.0,1254.0,2285.0,1790.0,239.0,170.0,85.0,186625464.0
2731,Fino Mornasco,0.0,1529.0,750.0,2466.0,1647.0,130.0,120.0,50.0,152772200.0
2732,Fino del Monte,0.0,269.0,111.0,268.0,178.0,16.0,9.0,4.0,16741344.0
2733,Fiorano Canavese,0.0,132.0,55.0,218.0,139.0,10.0,8.0,0.0,11825614.0
2734,Fiorano Modenese,0.0,2388.0,1328.0,4150.0,3857.0,266.0,162.0,82.0,295289949.0
2735,Fiorano al Serio,0.0,526.0,292.0,832.0,454.0,40.0,20.0,13.0,45071534.0
2736,Fiorenzuola d'Arda,0.0,2541.0,1326.0,3726.0,2833.0,253.0,181.0,89.0,253927361.0
2737,Firenze,70.0,68004.0,31820.0,72154.0,70457.0,9848.0,8390.0,4153.0,7018842707.0
2738,Firenzuola,0.0,900.0,513.0,1280.0,629.0,41.0,39.0,12.0,66134210.0
2739,Firmo,0.0,573.0,278.0,295.0,98.0,0.0,0.0,0.0,15438106.0
2740,Fiscaglia,0.0,1668.0,1054.0,2918.0,1156.0,52.0,29.0,12.0,126646273.0
2741,Fisciano,0.0,3142.0,1187.0,2139.0,1519.0,94.0,56.0,23.0,139786157.0
2742,Fiuggi,0.0,2402.0,964.0,1756.0,1198.0,86.0,65.0,29.0,116317563.0
2743,Fiumalbo,0.0,304.0,157.0,318.0,155.0,11.0,9.0,0.0,16433159.0
2744,Fiumara,0.0,274.0,98.0,129.0,53.0,0.0,0.0,0.0,6848240.0
2745,Fiume Veneto,0.0,1851.0,1003.0,3321.0,2178.0,184.0,125.0,54.0,197208453.0
2746,Fiumedinisi,0.0,423.0,193.0,147.0,74.0,0.0,0.0,0.0,9743734.0
2747,Fiumefreddo Bruzio,0.0,924.0,236.0,355.0,193.0,8.0,7.0,0.0,21645714.0
2748,Fiumefreddo di Sicilia,0.0,2334.0,955.0,1177.0,711.0,37.0,24.0,5.0,75091456.0
2749,Fiumicello Villa Vicentina,0.0,1094.0,651.0,1617.0,1170.0,70.0,51.0,17.0,98221586.0
2750,Fiumicino,7.0,16391.0,7617.0,13331.0,11701.0,984.0,660.0,257.0,1026753047.0
2751,Fiuminata,0.0,315.0,141.0,301.0,211.0,17.0,10.0,0.0,18761669.0
2752,Fivizzano,0.0,1560.0,800.0,1957.0,1091.0,58.0,37.0,9.0,102375106.0
2753,Fiè allo Sciliar/Völs am Schlern,0.0,718.0,336.0,782.0,740.0,84.0,68.0,48.0,71010158.0
2754,Flaibano,0.0,236.0,104.0,279.0,192.0,12.0,6.0,4.0,16748247.0
2755,Flero,0.0,1382.0,747.0,2331.0,1582.0,155.0,99.0,40.0,144568968.0
2756,Floresta,0.0,139.0,91.0,84.0,33.0,0.0,0.0,0.0,4683180.0
2757,Floridia,0.0,4806.0,1906.0,2779.0,1909.0,111.0,72.0,17.0,181836408.0
2758,Florinas,0.0,323.0,138.0,316.0,141.0,6.0,0.0,0.0,14768338.0
2759,Flumeri,0.0,737.0,250.0,479.0,280.0,7.0,12.0,0.0,26701485.0
2760,Fluminimaggiore,0.0,696.0,240.0,568.0,212.0,8.0,0.0,0.0,25138552.0
2761,Flussio,0.0,117.0,57.0,73.0,38.0,0.0,0.0,0.0,3945901.0
2762,Fobello,0.0,57.0,28.0,45.0,29.0,0.0,0.0,0.0,2508739.0
2763,Foggia,13.0,32374.0,11238.0,23227.0,20277.0,1518.0,1281.0,391.0,1724608377.0
2764,Foglianise,0.0,744.0,315.0,523.0,378.0,15.0,17.0,4.0,34018617.0
2765,Fogliano Redipuglia,0.0,469.0,281.0,851.0,603.0,31.0,18.0,6.0,48207319.0
2766,Foglizzo,0.0,381.0,206.0,615.0,360.0,29.0,17.0,0.0,32747432.0
2767,Foiano della Chiana,0.0,1925.0,1025.0,2396.0,993.0,85.0,56.0,28.0,120017299.0
2768,Foiano di Val Fortore,0.0,484.0,193.0,217.0,67.0,5.0,6.0,0.0,12135906.0
2769,Folgaria,0.0,655.0,399.0,792.0,604.0,71.0,55.0,23.0,60604489.0
2770,Folignano,0.0,1782.0,885.0,2101.0,1328.0,80.0,46.0,18.0,118702849.0
2771,Foligno,6.0,10129.0,5173.0,12879.0,9011.0,696.0,530.0,201.0,814184591.0
2772,Follina,0.0,686.0,355.0,1060.0,534.0,32.0,30.0,0.0,52040972.0
2773,Follo,0.0,1080.0,524.0,1391.0,1171.0,69.0,34.0,7.0,88275850.0
2774,Follonica,0.0,4736.0,2107.0,4472.0,3552.0,284.0,196.0,69.0,309975534.0
2775,Fombio,0.0,317.0,207.0,614.0,436.0,54.0,18.0,10.0,38501852.0
2776,Fondachelli-Fantina,0.0,299.0,195.0,184.0,51.0,0.0,0.0,0.0,8971569.0
2777,Fondi,0.0,10560.0,3835.0,5572.0,3341.0,238.0,208.0,74.0,372862521.0
2778,Fonni,0.0,983.0,561.0,664.0,270.0,16.0,11.0,0.0,36235043.0
2779,Fontainemore,0.0,82.0,64.0,100.0,63.0,7.0,4.0,0.0,6292743.0
2780,Fontana Liri,0.0,515.0,234.0,621.0,402.0,22.0,18.0,7.0,35779469.0
2781,Fontanafredda,0.0,1927.0,1066.0,3351.0,2440.0,171.0,134.0,68.0,212244773.0
2782,Fontanarosa,0.0,796.0,303.0,400.0,290.0,28.0,19.0,0.0,28528094.0
2783,Fontanelice,0.0,330.0,235.0,540.0,335.0,18.0,13.0,4.0,29503627.0
2784,Fontanella,0.0,795.0,448.0,1205.0,544.0,38.0,35.0,10.0,59644893.0
2785,Fontanellato,0.0,1041.0,643.0,1886.0,1318.0,121.0,79.0,37.0,118958896.0
2786,Fontanelle,0.0,1003.0,559.0,1517.0,862.0,61.0,43.0,25.0,84973902.0
2787,Fontaneto d'Agogna,0.0,376.0,243.0,735.0,473.0,31.0,25.0,13.0,42010623.0
2788,Fontanetto Po,0.0,185.0,120.0,305.0,165.0,7.0,4.0,0.0,15080697.0
2789,Fontanigorda,0.0,57.0,38.0,54.0,43.0,0.0,0.0,0.0,3326662.0
2790,Fontanile,0.0,161.0,73.0,93.0,57.0,5.0,5.0,0.0,6173433.0
2791,Fontaniva,0.0,1337.0,681.0,2037.0,1287.0,136.0,70.0,46.0,123263945.0
2792,Fonte,0.0,1102.0,498.0,1560.0,779.0,80.0,35.0,13.0,79999538.0
2793,Fonte Nuova,0.0,6621.0,2995.0,5485.0,4041.0,257.0,156.0,39.0,357218785.0
2794,Fontecchio,0.0,73.0,29.0,63.0,35.0,0.0,0.0,0.0,3159473.0
2795,Fontechiari,0.0,318.0,123.0,258.0,125.0,0.0,5.0,0.0,12703171.0
2796,Fontegreca,0.0,174.0,80.0,154.0,70.0,0.0,4.0,0.0,7564194.0
2797,Fonteno,0.0,132.0,55.0,145.0,90.0,5.0,7.0,0.0,8192708.0
2798,Fontevivo,0.0,811.0,503.0,1569.0,1104.0,87.0,49.0,21.0,94785738.0
2799,Fonzaso,0.0,650.0,331.0,898.0,512.0,15.0,18.0,5.0,45467632.0
2800,Foppolo,0.0,44.0,30.0,40.0,25.0,0.0,0.0,0.0,2238508.0
2801,Forano,0.0,659.0,299.0,528.0,367.0,13.0,11.0,5.0,32684959.0
2802,Force,0.0,269.0,191.0,328.0,91.0,6.0,0.0,0.0,13729404.0
2803,Forchia,0.0,307.0,121.0,175.0,78.0,4.0,0.0,0.0,9298603.0
2804,Forcola,0.0,179.0,78.0,197.0,95.0,6.0,0.0,0.0,9256723.0
2805,Fordongianus,0.0,239.0,99.0,193.0,61.0,4.0,0.0,0.0,8443513.0
2806,Forenza,0.0,604.0,327.0,284.0,90.0,11.0,5.0,0.0,16575391.0
2807,Foresto Sparso,0.0,572.0,298.0,824.0,408.0,45.0,27.0,11.0,45437373.0
2808,Forgaria nel Friuli,0.0,378.0,194.0,543.0,263.0,16.0,5.0,0.0,25122301.0
2809,Forino,0.0,1209.0,446.0,739.0,455.0,19.0,13.0,0.0,43430770.0
2810,Forio,0.0,4882.0,1631.0,1811.0,1564.0,175.0,165.0,50.0,171093165.0
2811,Forlimpopoli,0.0,2154.0,1337.0,3740.0,2319.0,174.0,88.0,52.0,210242964.0
2812,Forlì,12.0,20651.0,11164.0,31665.0,21272.0,2066.0,1589.0,775.0,2045572068.0
2813,Forlì del Sannio,0.0,191.0,92.0,115.0,75.0,8.0,0.0,0.0,7334539.0
2814,Formazza,0.0,92.0,46.0,90.0,99.0,4.0,7.0,4.0,7676580.0
2815,Formello,0.0,2486.0,982.0,1999.0,1985.0,315.0,285.0,155.0,221206269.0
2816,Formia,4.0,8306.0,3009.0,5859.0,5960.0,471.0,390.0,129.0,490828975.0
2817,Formicola,0.0,365.0,116.0,238.0,147.0,7.0,6.0,0.0,13520686.0
2818,Formigara,0.0,185.0,115.0,254.0,147.0,14.0,6.0,0.0,13909859.0
2819,Formigine,0.0,4839.0,2769.0,8135.0,8028.0,862.0,605.0,280.0,674693878.0
2820,Formigliana,0.0,86.0,56.0,151.0,82.0,0.0,0.0,0.0,6850566.0
2821,Fornace,0.0,227.0,109.0,354.0,242.0,22.0,12.0,0.0,20333953.0
2822,Fornelli,0.0,539.0,237.0,345.0,140.0,0.0,0.0,0.0,17020370.0
2823,Forni Avoltri,0.0,156.0,70.0,114.0,89.0,0.0,0.0,0.0,6908405.0
2824,Forni di Sopra,0.0,264.0,134.0,256.0,147.0,6.0,4.0,0.0,13702773.0
2825,Forni di Sotto,0.0,150.0,84.0,181.0,61.0,5.0,0.0,0.0,7547961.0
2826,Forno Canavese,0.0,501.0,270.0,877.0,570.0,38.0,32.0,18.0,51923978.0
2827,Fornovo San Giovanni,0.0,505.0,274.0,831.0,618.0,56.0,20.0,10.0,51734773.0
2828,Fornovo di Taro,0.0,916.0,546.0,1383.0,1196.0,108.0,53.0,21.0,96057082.0
2829,Forte dei Marmi,0.0,1559.0,661.0,1162.0,1036.0,233.0,213.0,194.0,163600379.0
2830,Fortezza/Franzensfeste,0.0,159.0,82.0,242.0,221.0,13.0,5.0,0.0,15656471.0
2831,Fortunago,0.0,88.0,47.0,77.0,46.0,7.0,4.0,0.0,4880812.0
2832,Forza d'Agrò,0.0,281.0,94.0,130.0,53.0,0.0,0.0,0.0,6779889.0
2833,Fosciandora,0.0,120.0,67.0,124.0,78.0,9.0,0.0,0.0,7260308.0
2834,Fosdinovo,0.0,963.0,451.0,992.0,756.0,69.0,49.0,15.0,68381438.0
2835,Fossa,0.0,153.0,68.0,154.0,103.0,14.0,6.0,0.0,9711522.0
2836,Fossacesia,0.0,1616.0,684.0,1293.0,692.0,39.0,21.0,14.0,71737410.0
2837,Fossalta di Piave,0.0,789.0,408.0,1096.0,637.0,52.0,28.0,18.0,61420594.0
2838,Fossalta di Portogruaro,0.0,1023.0,616.0,1581.0,1125.0,74.0,29.0,16.0,93596896.0
2839,Fossalto,0.0,430.0,177.0,190.0,80.0,0.0,0.0,0.0,10654183.0
2840,Fossano,0.0,4072.0,2398.0,6028.0,4401.0,379.0,316.0,150.0,421099875.0
2841,Fossato Serralta,0.0,150.0,53.0,99.0,34.0,0.0,0.0,0.0,4449274.0
2842,Fossato di Vico,0.0,507.0,257.0,626.0,326.0,25.0,16.0,7.0,33284782.0
2843,Fossombrone,0.0,1842.0,1097.0,2361.0,1260.0,88.0,75.0,35.0,132511705.0
2844,Fossò,0.0,1133.0,628.0,1768.0,1198.0,85.0,67.0,35.0,109455548.0
2845,Foza,0.0,173.0,79.0,155.0,71.0,8.0,0.0,0.0,7722075.0
2846,Frabosa Soprana,0.0,179.0,96.0,165.0,119.0,5.0,5.0,4.0,11031245.0
2847,Frabosa Sottana,0.0,378.0,184.0,343.0,250.0,13.0,18.0,0.0,21909791.0
2848,Fraconalto,0.0,54.0,26.0,70.0,61.0,0.0,0.0,0.0,4176153.0
2849,Fragagnano,0.0,1215.0,488.0,1014.0,590.0,30.0,8.0,4.0,55177372.0
2850,Fragneto Monforte,0.0,523.0,201.0,265.0,145.0,9.0,5.0,0.0,15961105.0
2851,Fragneto l'Abate,0.0,385.0,120.0,113.0,79.0,4.0,0.0,0.0,8341431.0
2852,Fraine,0.0,120.0,36.0,46.0,22.0,0.0,0.0,0.0,2512477.0
2853,Framura,0.0,173.0,75.0,120.0,104.0,15.0,11.0,0.0,9917884.0
2854,Francavilla Angitola,0.0,550.0,250.0,281.0,127.0,0.0,4.0,0.0,15884955.0
2855,Francavilla Bisio,0.0,77.0,41.0,132.0,112.0,6.0,0.0,0.0,7865804.0
2856,Francavilla Fontana,0.0,8674.0,4211.0,5581.0,3248.0,188.0,153.0,42.0,348358608.0
2857,Francavilla Marittima,0.0,896.0,339.0,362.0,152.0,13.0,7.0,0.0,21918951.0
2858,Francavilla al Mare,7.0,5608.0,2262.0,4257.0,3866.0,404.0,314.0,91.0,347405721.0
2859,Francavilla d'Ete,0.0,194.0,148.0,227.0,85.0,10.0,4.0,4.0,12423808.0
2860,Francavilla di Sicilia,0.0,1068.0,628.0,505.0,256.0,22.0,6.0,0.0,33531290.0
2861,Francavilla in Sinni,0.0,1125.0,486.0,588.0,257.0,15.0,17.0,6.0,35738801.0
2862,Francica,0.0,555.0,205.0,206.0,41.0,0.0,0.0,0.0,10957478.0
2863,Francofonte,0.0,3120.0,1383.0,1212.0,500.0,39.0,18.0,0.0,76540500.0
2864,Francolise,0.0,1142.0,491.0,653.0,431.0,17.0,14.0,7.0,43524944.0
2865,Frascaro,0.0,85.0,43.0,116.0,83.0,6.0,4.0,0.0,6822558.0
2866,Frascarolo,0.0,210.0,138.0,337.0,116.0,0.0,6.0,0.0,13988934.0
2867,Frascati,6.0,4278.0,1830.0,3743.0,3980.0,512.0,423.0,168.0,364854657.0
2868,Frascineto,0.0,550.0,227.0,255.0,161.0,10.0,10.0,0.0,17282470.0
2869,Frassilongo,0.0,82.0,42.0,96.0,50.0,0.0,0.0,0.0,4713122.0
2870,Frassinelle Polesine,0.0,249.0,204.0,454.0,168.0,8.0,0.0,0.0,19049540.0
2871,Frassinello Monferrato,0.0,92.0,65.0,115.0,82.0,8.0,7.0,0.0,7547166.0
2872,Frassineto Po,0.0,235.0,148.0,368.0,209.0,21.0,11.0,8.0,21117822.0
2873,Frassinetto,0.0,59.0,37.0,83.0,27.0,0.0,0.0,0.0,3358178.0
2874,Frassino,0.0,78.0,33.0,74.0,35.0,0.0,0.0,0.0,3358010.0
2875,Frassinoro,0.0,378.0,231.0,507.0,329.0,19.0,10.0,0.0,27932548.0
2876,Frasso Sabino,0.0,161.0,70.0,116.0,94.0,9.0,4.0,0.0,8285907.0
2877,Frasso Telesino,0.0,578.0,232.0,290.0,206.0,21.0,6.0,0.0,19858436.0
2878,Fratta Polesine,0.0,542.0,318.0,706.0,347.0,24.0,19.0,14.0,38936199.0
2879,Fratta Todina,0.0,346.0,239.0,467.0,195.0,19.0,15.0,4.0,23773359.0
2880,Frattamaggiore,0.0,5670.0,2123.0,3641.0,3025.0,250.0,211.0,76.0,280732539.0
2881,Frattaminore,0.0,3319.0,1128.0,1857.0,987.0,38.0,29.0,12.0,108745152.0
2882,Fratte Rosa,0.0,215.0,130.0,228.0,93.0,0.0,0.0,0.0,10103669.0
2883,Frazzanò,0.0,197.0,107.0,117.0,32.0,0.0,0.0,0.0,5513366.0
2884,Fregona,0.0,539.0,281.0,828.0,468.0,35.0,29.0,16.0,45857977.0
2885,Fresagrandinaria,0.0,261.0,95.0,205.0,80.0,4.0,0.0,0.0,9227206.0
2886,Fresonara,0.0,98.0,71.0,165.0,136.0,8.0,7.0,0.0,10495264.0
2887,Frigento,0.0,1011.0,380.0,640.0,350.0,19.0,5.0,6.0,36815322.0
2888,Frignano,0.0,1955.0,592.0,1045.0,545.0,29.0,21.0,7.0,60322410.0
2889,Frinco,0.0,142.0,83.0,166.0,106.0,8.0,6.0,0.0,9753288.0
2890,Frisa,0.0,465.0,212.0,361.0,143.0,10.0,0.0,0.0,17681478.0
2891,Frisanco,0.0,131.0,58.0,156.0,111.0,9.0,7.0,0.0,9274576.0
2892,Front,0.0,257.0,162.0,462.0,271.0,12.0,10.0,0.0,23385097.0
2893,Frontino,0.0,78.0,38.0,56.0,21.0,0.0,0.0,0.0,2624840.0
2894,Frontone,0.0,292.0,172.0,317.0,150.0,7.0,8.0,0.0,15974505.0
2895,Frosinone,10.0,8280.0,3456.0,8073.0,7122.0,672.0,537.0,225.0,626875338.0
2896,Frosolone,0.0,900.0,340.0,436.0,208.0,20.0,16.0,4.0,26756962.0
2897,Frossasco,0.0,507.0,289.0,665.0,524.0,49.0,33.0,12.0,45948144.0
2898,Frugarolo,0.0,313.0,162.0,524.0,370.0,19.0,12.0,4.0,29811563.0
2899,Fubine Monferrato,0.0,296.0,155.0,387.0,280.0,18.0,16.0,12.0,25586216.0
2900,Fucecchio,0.0,4475.0,2204.0,5829.0,2956.0,299.0,200.0,144.0,339381522.0
2901,Fuipiano Valle Imagna,0.0,58.0,30.0,42.0,19.0,0.0,0.0,0.0,2115136.0
2902,Fumane,0.0,803.0,371.0,973.0,637.0,77.0,53.0,24.0,65143791.0
2903,Fumone,0.0,493.0,215.0,383.0,165.0,6.0,7.0,0.0,18989334.0
2904,Funes/Villnöß,0.0,527.0,259.0,554.0,548.0,47.0,26.0,13.0,44073314.0
2905,Furci,0.0,244.0,122.0,175.0,65.0,0.0,0.0,0.0,8140253.0
2906,Furci Siculo,0.0,700.0,320.0,509.0,443.0,29.0,23.0,5.0,37304751.0
2907,Furnari,0.0,1116.0,412.0,531.0,337.0,23.0,21.0,0.0,35560735.0
2908,Furore,0.0,198.0,97.0,99.0,51.0,5.0,0.0,4.0,6896847.0
2909,Furtei,0.0,386.0,172.0,307.0,114.0,7.0,5.0,0.0,14679249.0
2910,Fuscaldo,0.0,2153.0,593.0,1134.0,705.0,32.0,21.0,0.0,67546218.0
2911,Fusignano,0.0,1377.0,963.0,2427.0,1221.0,81.0,68.0,20.0,123328919.0
2912,Fusine,0.0,94.0,52.0,162.0,110.0,7.0,0.0,0.0,8342264.0
2913,Futani,0.0,387.0,120.0,131.0,83.0,0.0,0.0,0.0,8566674.0
2914,Fénis,0.0,320.0,155.0,445.0,391.0,18.0,7.0,4.0,28326483.0
2915,Gabbioneta-Binanuova,0.0,147.0,74.0,273.0,131.0,5.0,5.0,0.0,12370953.0
2916,Gabiano,0.0,245.0,134.0,271.0,136.0,17.0,10.0,4.0,16120335.0
2917,Gabicce Mare,0.0,1558.0,693.0,1281.0,702.0,77.0,41.0,14.0,144375323.0
2918,Gaby,0.0,80.0,45.0,89.0,115.0,7.0,5.0,4.0,8367376.0
2919,Gadesco-Pieve Delmona,0.0,288.0,177.0,532.0,352.0,14.0,16.0,8.0,30401218.0
2920,Gadoni,0.0,203.0,90.0,139.0,39.0,0.0,0.0,0.0,5969167.0
2921,Gaeta,0.0,4575.0,1549.0,3111.0,3481.0,353.0,256.0,71.0,285872297.0
2922,Gaggi,0.0,861.0,312.0,403.0,200.0,16.0,6.0,0.0,24363760.0
2923,Gaggiano,0.0,1298.0,726.0,2217.0,2070.0,215.0,136.0,63.0,173735595.0
2924,Gaggio Montano,0.0,827.0,478.0,1373.0,841.0,57.0,36.0,14.0,75930517.0
2925,Gaglianico,0.0,598.0,437.0,1163.0,634.0,40.0,42.0,13.0,62194839.0
2926,Gagliano Aterno,0.0,81.0,19.0,46.0,30.0,0.0,0.0,0.0,2491447.0
2927,Gagliano Castelferrato,0.0,847.0,496.0,567.0,252.0,27.0,11.0,4.0,33289747.0
2928,Gagliano del Capo,0.0,1552.0,478.0,677.0,400.0,18.0,20.0,0.0,42721194.0
2929,Gagliato,0.0,181.0,44.0,58.0,26.0,0.0,0.0,0.0,3318707.0
2930,Gagliole,0.0,109.0,55.0,151.0,60.0,0.0,0.0,0.0,6191473.0
2931,Gaiarine,0.0,1109.0,583.0,1753.0,877.0,80.0,54.0,23.0,93913933.0
2932,Gaiba,0.0,172.0,138.0,286.0,127.0,14.0,8.0,0.0,14309700.0
2933,Gaiola,0.0,99.0,64.0,152.0,98.0,7.0,4.0,0.0,8496684.0
2934,Gaiole in Chianti,0.0,539.0,278.0,762.0,310.0,34.0,23.0,17.0,40315818.0
2935,Gairo,0.0,336.0,144.0,319.0,77.0,4.0,0.0,0.0,12680650.0
2936,Gais/Gais,0.0,521.0,318.0,721.0,845.0,53.0,32.0,34.0,63565329.0
2937,Galati Mamertino,0.0,630.0,472.0,501.0,180.0,7.0,4.0,0.0,25552846.0
2938,Galatina,0.0,6487.0,2506.0,4184.0,2842.0,229.0,175.0,64.0,286063464.0
2939,Galatone,0.0,4035.0,1398.0,2199.0,1425.0,61.0,38.0,16.0,137608338.0
2940,Galatro,0.0,476.0,144.0,212.0,103.0,0.0,6.0,0.0,12104377.0
2941,Galbiate,0.0,1378.0,671.0,2213.0,1737.0,237.0,159.0,73.0,164864066.0
2942,Galeata,0.0,370.0,239.0,774.0,307.0,27.0,18.0,6.0,35548682.0
2943,Galgagnano,0.0,189.0,108.0,347.0,265.0,17.0,10.0,10.0,22214065.0
2944,Gallarate,9.0,8736.0,4392.0,11652.0,9307.0,1113.0,921.0,486.0,924478103.0
2945,Gallese,0.0,558.0,265.0,611.0,315.0,7.0,5.0,5.0,30642318.0
2946,Galliate,0.0,2301.0,1373.0,4111.0,2825.0,252.0,150.0,89.0,257792467.0
2947,Galliate Lombardo,0.0,138.0,78.0,205.0,213.0,27.0,36.0,23.0,24919240.0
2948,Galliavola,0.0,55.0,10.0,44.0,22.0,0.0,0.0,0.0,2002559.0
2949,Gallicano,0.0,720.0,366.0,886.0,619.0,24.0,17.0,0.0,49428702.0
2950,Gallicano nel Lazio,0.0,1325.0,562.0,1085.0,778.0,35.0,20.0,7.0,67371494.0
2951,Gallicchio,0.0,215.0,108.0,148.0,63.0,6.0,4.0,0.0,8033833.0
2952,Galliera,0.0,910.0,513.0,1544.0,921.0,61.0,29.0,13.0,82395964.0
2953,Galliera Veneta,0.0,1197.0,664.0,1862.0,1198.0,107.0,69.0,62.0,119294584.0
2954,Gallinaro,0.0,357.0,125.0,190.0,120.0,12.0,4.0,0.0,12117592.0
2955,Gallio,0.0,599.0,293.0,603.0,292.0,20.0,20.0,9.0,32573035.0
2956,Gallipoli,0.0,5414.0,1502.0,2561.0,2341.0,191.0,144.0,46.0,209131450.0
2957,Gallo Matese,0.0,220.0,63.0,76.0,36.0,0.0,0.0,0.0,4270188.0
2958,Gallodoro,0.0,122.0,36.0,53.0,25.0,0.0,0.0,0.0,2975722.0
2959,Galluccio,0.0,580.0,217.0,330.0,173.0,8.0,0.0,0.0,18281244.0
2960,Galtellì,0.0,679.0,289.0,366.0,161.0,0.0,0.0,0.0,19447491.0
2961,Galzignano Terme,0.0,832.0,510.0,1158.0,600.0,47.0,31.0,18.0,63397214.0
2962,Gamalero,0.0,135.0,88.0,186.0,160.0,11.0,9.0,0.0,12567424.0
2963,Gambara,0.0,794.0,498.0,1267.0,614.0,49.0,28.0,19.0,65923538.0
2964,Gambarana,0.0,35.0,24.0,57.0,25.0,0.0,0.0,0.0,2416965.0
2965,Gambasca,0.0,68.0,48.0,85.0,45.0,0.0,0.0,0.0,4104635.0
2966,Gambassi Terme,0.0,896.0,564.0,1377.0,660.0,47.0,37.0,12.0,69571941.0
2967,Gambatesa,0.0,418.0,185.0,223.0,116.0,4.0,8.0,0.0,13457523.0
2968,Gambellara,0.0,553.0,296.0,944.0,561.0,39.0,17.0,9.0,50987591.0
2969,Gamberale,0.0,138.0,39.0,59.0,26.0,0.0,0.0,0.0,2925471.0
2970,Gambettola,0.0,1835.0,1232.0,3215.0,1465.0,107.0,68.0,31.0,156207250.0
2971,Gambolò,0.0,1610.0,957.0,2609.0,1483.0,106.0,67.0,34.0,142813830.0
2972,Gambugliano,0.0,148.0,85.0,198.0,149.0,7.0,11.0,4.0,12958522.0
